# -1,All other cells (excluding year+winners_rank+winners_show) are JSON strings that must not contain commas NOR quotes NOR newlines.,,,,,,,,,
# -2,The year cells must be JSON numbers.  The winners_rank cells must be a JSON number or JSON null.  The winners_show cells must be JSON booleans.,,,,,,,,,
# -3,Empty cells are filled in with red and need to be filled in and are TBD.,,,,,,,,,
# -4,Any cell containing null is a JSON null value. Any cell containing true or false is a JSON boolean value.,,,,,,,,,
# year,dir,winners_rank,path,created_by,prog,filetype,ext,winners_show,display_via,winners_text
2011,richards,300,2011_richards.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2011,toledo,null,.winner.json,jwinner,null,json,json,false,null,null
2011,toledo,10,index.html,readme2index,null,html,html,true,browser,click here first
2011,toledo,300,2011_toledo.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2011,vik,null,.winner.json,jwinner,null,json,json,false,null,null
2011,vik,10,index.html,readme2index,null,html,html,true,browser,click here first
2011,vik,300,2011_vik.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2011,zucker,null,.winner.json,jwinner,null,json,json,false,null,null
2011,zucker,10,index.html,readme2index,null,html,html,true,browser,click here first
2011,zucker,300,2011_zucker.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2012,blakely,null,.winner.json,jwinner,null,json,json,false,null,null
2012,blakely,10,index.html,readme2index,null,html,html,true,browser,click here first
2012,blakely,300,2012_blakely.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2012,deckmyn,null,.winner.json,jwinner,null,json,json,false,null,null
2012,deckmyn,10,index.html,readme2index,null,html,html,true,browser,click here first
2012,deckmyn,100,deckmyn.html,md2html,null,html,html,true,browser,user manual
2012,deckmyn,300,2012_deckmyn.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2012,dlowe,null,.winner.json,jwinner,null,json,json,false,null,null
2012,dlowe,10,index.html,readme2index,null,html,html,true,browser,click here first
2012,dlowe,300,2012_dlowe.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2012,endoh1,null,.winner.json,jwinner,null,json,json,false,null,null
2012,endoh1,10,index.html,readme2index,null,html,html,true,browser,click here first
2012,endoh1,300,2012_endoh1.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2012,endoh2,null,.winner.json,jwinner,null,json,json,false,null,null
2012,endoh2,10,index.html,readme2index,null,html,html,true,browser,click here first
2012,endoh2,300,2012_endoh2.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2012,grothe,null,.winner.json,jwinner,null,json,json,false,null,null
2012,grothe,10,index.html,readme2index,null,html,html,true,browser,click here first
2012,grothe,300,2012_grothe.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2012,hamano,null,.winner.json,jwinner,null,json,json,false,null,null
2012,hamano,10,index.html,readme2index,null,html,html,true,browser,click here first
2012,hamano,300,2012_hamano.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2012,hou,null,.winner.json,jwinner,null,json,json,false,null,null
2012,hou,10,index.html,readme2index,null,html,html,true,browser,click here first
2012,hou,300,2012_hou.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2012,kang,null,.winner.json,jwinner,null,json,json,false,null,null
2012,kang,10,index.html,readme2index,null,html,html,true,browser,click here first
2012,kang,300,2012_kang.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2012,konno,null,.winner.json,jwinner,null,json,json,false,null,null
2012,konno,10,index.html,readme2index,null,html,html,true,browser,click here first
2012,konno,300,2012_konno.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2012,omoikane,null,.winner.json,jwinner,null,json,json,false,null,null
2012,omoikane,10,index.html,readme2index,null,html,html,true,browser,click here first
2012,omoikane,300,2012_omoikane.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2012,tromp,null,.winner.json,jwinner,null,json,json,false,null,null
2012,tromp,10,index.html,readme2index,null,html,html,true,browser,click here first
2012,tromp,100,how.html,md2html,null,html,html,true,browser,author supplied spoiler
2012,tromp,300,2012_tromp.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2012,vik,null,.winner.json,jwinner,null,json,json,false,null,null
2012,vik,10,index.html,readme2index,null,html,html,true,browser,click here first
2012,vik,300,2012_vik.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2012,zeitak,null,.winner.json,jwinner,null,json,json,false,null,null
2012,zeitak,10,index.html,readme2index,null,html,html,true,browser,click here first
2012,zeitak,300,2012_zeitak.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,birken,null,.winner.json,jwinner,null,json,json,false,null,null
2013,birken,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,birken,300,2013_birken.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,cable1,null,.winner.json,jwinner,null,json,json,false,null,null
2013,cable1,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,cable1,300,2013_cable1.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,cable2,null,.winner.json,jwinner,null,json,json,false,null,null
2013,cable2,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,cable2,300,2013_cable2.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,cable3,null,.winner.json,jwinner,null,json,json,false,null,null
2013,cable3,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,cable3,300,2013_cable3.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,dlowe,null,.winner.json,jwinner,null,json,json,false,null,null
2013,dlowe,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,dlowe,300,2013_dlowe.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,endoh1,null,.winner.json,jwinner,null,json,json,false,null,null
2013,endoh1,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,endoh1,300,2013_endoh1.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,endoh2,null,.winner.json,jwinner,null,json,json,false,null,null
2013,endoh2,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,endoh2,300,2013_endoh2.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,endoh3,null,.winner.json,jwinner,null,json,json,false,null,null
2013,endoh3,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,endoh3,300,2013_endoh3.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,endoh4,null,.winner.json,jwinner,null,json,json,false,null,null
2013,endoh4,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,endoh4,300,2013_endoh4.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,hou,null,.winner.json,jwinner,null,json,json,false,null,null
2013,hou,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,hou,100,doc/example.html,md2html,null,html,html,true,browser,detailed information about entry
2013,hou,300,2013_hou.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,mills,null,.winner.json,jwinner,null,json,json,false,null,null
2013,mills,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,mills,300,2013_mills.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,misaka,null,.winner.json,jwinner,null,json,json,false,null,null
2013,misaka,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,misaka,300,2013_misaka.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,morgan1,null,.winner.json,jwinner,null,json,json,false,null,null
2013,morgan1,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,morgan1,300,2013_morgan1.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,morgan2,null,.winner.json,jwinner,null,json,json,false,null,null
2013,morgan2,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,morgan2,300,2013_morgan2.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2013,robison,null,.winner.json,jwinner,null,json,json,false,null,null
2013,robison,10,index.html,readme2index,null,html,html,true,browser,click here first
2013,robison,300,2013_robison.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2014,birken,null,.winner.json,jwinner,null,json,json,false,null,null
2014,birken,10,index.html,readme2index,null,html,html,true,browser,click here first
2014,birken,300,2014_birken.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2014,deak,null,.winner.json,jwinner,null,json,json,false,null,null
2014,deak,10,index.html,readme2index,null,html,html,true,browser,click here first
2014,deak,300,2014_deak.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2014,endoh1,null,.winner.json,jwinner,null,json,json,false,null,null
2014,endoh1,10,index.html,readme2index,null,html,html,true,browser,click here first
2014,endoh1,100,read_me.html,md2html,null,html,html,true,browser,about the Q(uine)R code generator
2014,endoh1,100,spoilers.html,md2html,null,html,html,true,browser,spoilers about Q(uine)R code generator
2014,endoh1,300,2014_endoh1.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2014,endoh2,null,.winner.json,jwinner,null,json,json,false,null,null
2014,endoh2,10,index.html,readme2index,null,html,html,true,browser,click here first
2014,endoh2,300,2014_endoh2.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2014,maffiodo1,null,.winner.json,jwinner,null,json,json,false,null,null
2014,maffiodo1,10,index.html,readme2index,null,html,html,true,browser,click here first
2014,maffiodo1,300,2014_maffiodo1.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2014,maffiodo2,null,.winner.json,jwinner,null,json,json,false,null,null
2014,maffiodo2,10,index.html,readme2index,null,html,html,true,browser,click here first
2014,maffiodo2,300,2014_maffiodo2.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2014,morgan,null,.winner.json,jwinner,null,json,json,false,null,null
2014,morgan,10,index.html,readme2index,null,html,html,true,browser,click here first
2014,morgan,300,2014_morgan.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2014,sinon,null,.winner.json,jwinner,null,json,json,false,null,null
2014,sinon,10,index.html,readme2index,null,html,html,true,browser,click here first
2014,sinon,300,2014_sinon.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2014,skeggs,null,.winner.json,jwinner,null,json,json,false,null,null
2014,skeggs,10,index.html,readme2index,null,html,html,true,browser,click here first
2014,skeggs,300,2014_skeggs.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2014,vik,null,.winner.json,jwinner,null,json,json,false,null,null
2014,vik,10,index.html,readme2index,null,html,html,true,browser,click here first
2014,vik,300,2014_vik.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2014,wiedijk,null,.winner.json,jwinner,null,json,json,false,null,null
2014,wiedijk,10,index.html,readme2index,null,html,html,true,browser,click here first
2014,wiedijk,300,2014_wiedijk.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2015,burton,null,.winner.json,jwinner,null,json,json,false,null,null
2015,burton,10,index.html,readme2index,null,html,html,true,browser,click here first
2015,burton,200,spoilers.html,md2html,null,html,html,true,browser,SPOILER WARNING
2015,burton,300,2015_burton.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2015,dogon,null,.winner.json,jwinner,null,json,json,false,null,null
2015,dogon,10,index.html,readme2index,null,html,html,true,browser,click here first
2015,dogon,300,2015_dogon.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2015,duble,null,.winner.json,jwinner,null,json,json,false,null,null
2015,duble,10,index.html,readme2index,null,html,html,true,browser,click here first
2015,duble,300,2015_duble.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2015,endoh1,null,.winner.json,jwinner,null,json,json,false,null,null
2015,endoh1,10,index.html,readme2index,null,html,html,true,browser,click here first
2015,endoh1,300,2015_endoh1.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2015,endoh2,null,.winner.json,jwinner,null,json,json,false,null,null
2015,endoh2,10,index.html,readme2index,null,html,html,true,browser,click here first
2015,endoh2,300,2015_endoh2.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2015,endoh3,null,.winner.json,jwinner,null,json,json,false,null,null
2015,endoh3,10,index.html,readme2index,null,html,html,true,browser,click here first
2015,endoh3,300,2015_endoh3.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2015,endoh4,null,.winner.json,jwinner,null,json,json,false,null,null
2015,endoh4,10,index.html,readme2index,null,html,html,true,browser,click here first
2015,endoh4,300,2015_endoh4.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2015,hou,null,.winner.json,jwinner,null,json,json,false,null,null
2015,hou,10,index.html,readme2index,null,html,html,true,browser,click here first
2015,hou,300,2015_hou.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2015,howe,null,.winner.json,jwinner,null,json,json,false,null,null
2015,howe,10,index.html,readme2index,null,html,html,true,browser,click here first
2015,howe,300,2015_howe.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2015,mills1,null,.winner.json,jwinner,null,json,json,false,null,null
2015,mills1,10,index.html,readme2index,null,html,html,true,browser,click here first
2015,mills1,300,2015_mills1.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2015,mills2,null,.winner.json,jwinner,null,json,json,false,null,null
2015,mills2,10,index.html,readme2index,null,html,html,true,browser,click here first
2015,mills2,300,2015_mills2.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2015,muth,null,.winner.json,jwinner,null,json,json,false,null,null
2015,muth,10,index.html,readme2index,null,html,html,true,browser,click here first
2015,muth,300,2015_muth.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2015,schweikhardt,null,.winner.json,jwinner,null,json,json,false,null,null
2015,schweikhardt,10,index.html,readme2index,null,html,html,true,browser,click here first
2015,schweikhardt,300,2015_schweikhardt.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2015,yang,null,.winner.json,jwinner,null,json,json,false,null,null
2015,yang,10,index.html,readme2index,null,html,html,true,browser,click here first
2015,yang,300,2015_yang.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,algmyr,null,.winner.json,jwinner,null,json,json,false,null,null
2018,algmyr,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,algmyr,300,2018_algmyr.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,anderson,null,.winner.json,jwinner,null,json,json,false,null,null
2018,anderson,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,anderson,300,2018_anderson.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,bellard,null,.winner.json,jwinner,null,json,json,false,null,null
2018,bellard,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,bellard,300,2018_bellard.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,burton1,null,.winner.json,jwinner,null,json,json,false,null,null
2018,burton1,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,burton1,300,2018_burton1.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,burton2,null,.winner.json,jwinner,null,json,json,false,null,null
2018,burton2,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,burton2,100,discrepancies.html,md2html,null,html,html,true,browser,field-by-field difference between iocccsize and ion
2018,burton2,300,2018_burton2.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,ciura,null,.winner.json,jwinner,null,json,json,false,null,null
2018,ciura,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,ciura,300,2018_ciura.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,endoh1,null,.winner.json,jwinner,null,json,json,false,null,null
2018,endoh1,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,endoh1,300,2018_endoh1.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,endoh2,null,.winner.json,jwinner,null,json,json,false,null,null
2018,endoh2,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,endoh2,300,2018_endoh2.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,ferguson,null,.winner.json,jwinner,null,json,json,false,null,null
2018,ferguson,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,ferguson,100,rpm.html,md2html,null,html,html,true,browser,about forming the rpm
2018,ferguson,300,2018_ferguson.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,giles,null,.winner.json,jwinner,null,json,json,false,null,null
2018,giles,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,giles,300,2018_giles.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,hou,null,.winner.json,jwinner,null,json,json,false,null,null
2018,hou,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,hou,300,2018_hou.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,mills,null,.winner.json,jwinner,null,json,json,false,null,null
2018,mills,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,mills,300,2018_mills.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,poikola,null,.winner.json,jwinner,null,json,json,false,null,null
2018,poikola,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,poikola,300,2018_poikola.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,vokes,null,.winner.json,jwinner,null,json,json,false,null,null
2018,vokes,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,vokes,300,2018_vokes.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2018,yang,null,.winner.json,jwinner,null,json,json,false,null,null
2018,yang,10,index.html,readme2index,null,html,html,true,browser,click here first
2018,yang,300,2018_yang.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2019,adamovsky,null,.winner.json,jwinner,null,json,json,false,null,null
2019,adamovsky,10,index.html,readme2index,null,html,html,true,browser,click here first
2019,adamovsky,300,2019_adamovsky.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2019,burton,null,.winner.json,jwinner,null,json,json,false,null,null
2019,burton,10,index.html,readme2index,null,html,html,true,browser,click here first
2019,burton,300,2019_burton.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2019,ciura,null,.winner.json,jwinner,null,json,json,false,null,null
2019,ciura,10,index.html,readme2index,null,html,html,true,browser,click here first
2019,ciura,300,2019_ciura.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2019,diels-grabsch1,null,.winner.json,jwinner,null,json,json,false,null,null
2019,diels-grabsch1,10,index.html,readme2index,null,html,html,true,browser,click here first
2019,diels-grabsch1,300,2019_diels-grabsch1.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2019,diels-grabsch2,null,.winner.json,jwinner,null,json,json,false,null,null
2019,diels-grabsch2,10,index.html,readme2index,null,html,html,true,browser,click here first
2019,diels-grabsch2,300,2019_diels-grabsch2.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2019,dogon,null,.winner.json,jwinner,null,json,json,false,null,null
2019,dogon,10,index.html,readme2index,null,html,html,true,browser,click here first
2019,dogon,300,2019_dogon.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2019,duble,null,.winner.json,jwinner,null,json,json,false,null,null
2019,duble,10,index.html,readme2index,null,html,html,true,browser,click here first
2019,duble,300,2019_duble.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2019,endoh,null,.winner.json,jwinner,null,json,json,false,null,null
2019,endoh,10,index.html,readme2index,null,html,html,true,browser,click here first
2019,endoh,300,2019_endoh.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2019,giles,null,.winner.json,jwinner,null,json,json,false,null,null
2019,giles,10,index.html,readme2index,null,html,html,true,browser,click here first
2019,giles,300,2019_giles.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2019,karns,null,.winner.json,jwinner,null,json,json,false,null,null
2019,karns,10,index.html,readme2index,null,html,html,true,browser,click here first
2019,karns,300,2019_karns.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2019,lynn,null,.winner.json,jwinner,null,json,json,false,null,null
2019,lynn,10,index.html,readme2index,null,html,html,true,browser,click here first
2019,lynn,300,2019_lynn.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2019,mills,null,.winner.json,jwinner,null,json,json,false,null,null
2019,mills,10,index.html,readme2index,null,html,html,true,browser,click here first
2019,mills,300,2019_mills.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2019,poikola,null,.winner.json,jwinner,null,json,json,false,null,null
2019,poikola,10,index.html,readme2index,null,html,html,true,browser,click here first
2019,poikola,300,2019_poikola.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2019,yang,null,.winner.json,jwinner,null,json,json,false,null,null
2019,yang,10,index.html,readme2index,null,html,html,true,browser,click here first
2019,yang,300,2019_yang.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,burton,null,.winner.json,jwinner,null,json,json,false,null,null
2020,burton,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,burton,300,2020_burton.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,carlini,null,.winner.json,jwinner,null,json,json,false,null,null
2020,carlini,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,carlini,300,2020_carlini.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,endoh1,null,.winner.json,jwinner,null,json,json,false,null,null
2020,endoh1,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,endoh1,300,2020_endoh1.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,endoh2,null,.winner.json,jwinner,null,json,json,false,null,null
2020,endoh2,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,endoh2,300,2020_endoh2.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,endoh3,null,.winner.json,jwinner,null,json,json,false,null,null
2020,endoh3,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,endoh3,300,2020_endoh3.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,ferguson1,null,.winner.json,jwinner,null,json,json,false,null,null
2020,ferguson1,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,ferguson1,100,COMPILING.html,md2html,null,html,html,true,browser,about compiling
2020,ferguson1,100,HACKING.html,md2html,null,html,html,true,browser,information for herpetologist hackers
2020,ferguson1,100,cannibalism.log.html,md2html,null,html,html,true,browser,about the snake game
2020,ferguson1,100,crazy.log.html,md2html,null,html,html,true,browser,about some screen dumps
2020,ferguson1,150,bugs.html,md2html,null,html,html,true,browser,bugs and mis-features
2020,ferguson1,150,chocolate-cake.html,md2html,null,html,html,true,browser,chocolate cake recipe
2020,ferguson1,150,gameplay.html,md2html,null,html,html,true,browser,how to play
2020,ferguson1,150,terminals.html,md2html,null,html,html,true,browser,terminal capability documentation
2020,ferguson1,150,troubleshooting.html,md2html,null,html,html,true,browser,troubleshooting
2020,ferguson1,200,spoilers.html,md2html,null,html,html,true,browser,SPOILER WARNING
2020,ferguson1,300,2020_ferguson1.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,ferguson2,null,.winner.json,jwinner,null,json,json,false,null,null
2020,ferguson2,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,ferguson2,300,2020_ferguson2.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,giles,null,.winner.json,jwinner,null,json,json,false,null,null
2020,giles,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,giles,300,2020_giles.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,kurdyukov1,null,.winner.json,jwinner,null,json,json,false,null,null
2020,kurdyukov1,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,kurdyukov1,300,2020_kurdyukov1.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,kurdyukov2,null,.winner.json,jwinner,null,json,json,false,null,null
2020,kurdyukov2,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,kurdyukov2,300,2020_kurdyukov2.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,kurdyukov3,null,.winner.json,jwinner,null,json,json,false,null,null
2020,kurdyukov3,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,kurdyukov3,300,2020_kurdyukov3.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,kurdyukov4,null,.winner.json,jwinner,null,json,json,false,null,null
2020,kurdyukov4,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,kurdyukov4,300,2020_kurdyukov4.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,otterness,null,.winner.json,jwinner,null,json,json,false,null,null
2020,otterness,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,otterness,300,2020_otterness.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,tsoj,null,.winner.json,jwinner,null,json,json,false,null,null
2020,tsoj,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,tsoj,300,2020_tsoj.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
2020,yang,null,.winner.json,jwinner,null,json,json,false,null,null
2020,yang,10,index.html,readme2index,null,html,html,true,browser,click here first
2020,yang,300,2020_yang.tar.bz2,mkwinnertbz2,null,tbz2,bz2,true,download,download winning source
